,SAMPLE_NUMBER,SAMPLE_TYPE,BATCH_ID,DATE_VISITED,ATLAS_CODE,X_COORD,Y_COORD,Ag_XRF,Al_XRF,As_XRF,Ba_XRF,Bi_XRF,Br_XRF,Ca_XRF,Cd_XRF,Ce_XRF,Cl_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Fe_XRF,Ga_XRF,Ge_XRF,Hf_XRF,Hg_AAS,Hg_XRF,I_XRF,In_XRF,K_XRF,La_XRF,LOI450,Mg_XRF,Mn_XRF,Mo_XRF,Na_XRF,Nb_XRF,Nd_XRF,Ni_XRF,P_XRF,Pb_XRF,pH,Rb_XRF,S_XRF,Sb_XRF,Sc_XRF,Se_XRF,Si_XRF,Sm_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Te_XRF,Th_XRF,Ti_XRF,Tl_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Yb_XRF,Zn_XRF,Zr_XRF,DRIFTS,LANDUSES,CLASTS,SITE_CONTAMINANTS,SOIL_TEXTURE,COMMENTS,elevation,slope,aspect,plan.curve,profile.curve,twi,mrvbf,mrrtf,population,landuse
363,610394,SHALLOW SOIL (5 -20CM),10179,8/4/2001,GLAS,261660,671130,#0.25,57132,5.3,268,#0.25,20.5,4859.96,#0.25,51.28,NA,14,72,3,24,34550.36,8.2,1.9,4.7,NA,NA,4,NA,9380.13,27.12,6.37,5427.9,503.42,0.9,7419,9.8,NA,24.7,1527.4,84.6,NA,27.1,NA,#0.5,8,0.5,279266,NA,3.8,85.8,#0.6,#0.5,4.8,4358.36,#0.25,1.5,73,1.1,12.4,NA,83.7,210.6,"soil, regolith(observed at site)",commercial and residential(observed at site),NA,bricks; coal tailings;,silt,lst-sub ang. coal tailings in a and s. red brick in a only.taken from grass verge in car park. drift map indicates glacial till.,67.80000305,0.013037696,4.789159298,-0.006045376,-0.000121145,9.935088158,5.686934948,3.83901906,3016,21
364,610395,SHALLOW SOIL (5 -20CM),10179,8/4/2001,GLAS,260380,670860,#0.25,66654,6.4,310,0.6,18.7,2572.92,#0.25,60.66,NA,13,77,3,28,34830.12,11.5,3.3,7.2,NA,NA,2,NA,8799.06,31.72,10.72,3015.5,240.1,1.4,7419,11.1,NA,24.6,1221.92,110.4,NA,23.6,NA,#0.5,10,0.9,262921,NA,7.43,72.4,#0.6,#0.5,4.6,5437.46,#0.25,1,93,1.6,15,NA,72.1,255.2,"soil, regolith(observed at site)",recreational area(observed at site),sandstone (undifferentiated),coal tailings,silty clay,"or sandy patches in s. coal tailings in s only and abundant.drfit map indicates fluvioglacial deposits. carbonaceous clasts in a hor,",51.70000076,0.009999666,6.283185482,-0.003999939,-0.000159975,9.540108681,5.577983379,0.010695298,2849,4
365,610397,SHALLOW SOIL (5 -20CM),10179,8/3/2001,GLAS,256710,661710,#0.25,67183,8.2,418,#0.25,24.3,7790.23,#0.25,67.69,NA,19,118,2,53.3,39655.98,12.3,6.1,4.5,NA,NA,4,NA,10044.21,37.47,9.17,4824.8,604.11,1.3,7419,12.5,NA,49.2,2531.12,206.6,NA,33.2,NA,1.7,12,1.1,263855,NA,10.13,110.4,#0.6,#0.5,6.6,5053.78,0.8,1.1,115,0.9,19.2,NA,169.9,262.4,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),NA,bricks; coal tailings;,silty clay,"or sandy patches in a. sst in s, sub rounded. a lot of asphalt bits in a and lots in s-30mm. red brick in s.",33.59999847,0.03040446,1.405647755,0.005047455,-1.35E-05,8.555833817,4.85068512,2.983039141,5245,21
366,610398,SHALLOW SOIL (5 -20CM),10179,8/3/2001,GLAS,256270,661710,#0.25,88343,8.9,532,#0.25,19.7,6789.65,#0.25,91.14,NA,28,119,1,73.7,46999.68,18.4,5.5,5.9,NA,NA,1,NA,15439.86,45.53,8.91,8443.4,666.07,2.1,7419,16.4,NA,63.4,1003.72,173.7,NA,60.2,NA,1.3,15,1,253114,NA,10.24,129.1,#0.6,#0.5,9.6,6084.93,0.7,0.9,144,0.9,23.5,NA,177.2,233.4,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),bricks; coal tailings;,medium clay,sandstone in a and s both sub ang. sample taken from grass verge. coal tailings in both a and s. in a one auger more db clsi. clay patches in s. 2 agers had abundant red brick in s. one auger in s had abundant grey clay. drift map suggests,21.89999962,0.006082692,4.877538204,0.028614374,-0.00043403,8.589874268,4.86483717,2.424566746,5245,20
367,610399,SHALLOW SOIL (5 -20CM),10179,8/3/2001,GLAS,254400,660130,#0.25,81466,8.3,438,#0.25,16.6,4788.49,#0.25,78.24,NA,25,109,3,41.8,43083.04,14.4,3.7,7.2,NA,NA,3,NA,11206.35,39.77,9.36,5427.9,650.58,1.5,7419,16.6,NA,38.2,1614.68,119.6,NA,42.1,NA,#0.5,11,0.9,263855,NA,10.86,95.8,#0.6,#0.5,8.3,6696.42,#0.25,2,123,#0.35,21.4,NA,162.8,297.4,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),bricks,silty clay,"sandstone yellow and rounded in a. in s sst yellow/or subrounded. angular red brick in a. or patches in a.  white sandy patches in s. dark shale sub ang in s. drift map indicates clay with flints. shale clasts in s hor,",25.20000076,0.021186445,1.907470584,-0.014328124,0.000123525,8.542059898,2.198898792,0.065337069,2097,21
368,610400,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,238730,675320,#0.25,58719,11.3,398,#0.25,35.4,1500.87,#0.25,40.73,NA,9,72,5,38.6,29654.56,10.4,3.3,4.7,NA,NA,5,NA,16352.97,23.66,8.35,7237.2,170.39,#0.4,7419,8.3,NA,30.2,1527.4,127,NA,48.5,NA,1.2,8,0.9,277398,NA,10.76,59.7,#0.6,#0.5,4,3722.9,0.7,1.2,76,1.1,10.5,NA,88.4,196.9,"soil, regolith(observed at site)",commercial and residential(observed at site),siliceous rocks; igneous rock and igneous sediment (hierarchy);,plastic; coal tailings;,silt,acid ig. sub a in both horizons. silicate in a aslo sub a. or sa patches in a. strip of whote plastic in a horizon. taken from green at rd junc. coal tailings in both horizons. drift map indicates glacial till.,41.79999924,0.014211741,2.455863237,0.025385156,3.92E-05,8.981331825,4.627995491,3.045474529,2172,21
369,610401,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,244700,673700,#0.25,69299,9.8,558,#0.25,22.2,13650.77,#0.25,61.83,NA,31,99,1,78.3,48328.54,14.3,4.8,5.2,NA,NA,3,NA,12451.5,27.12,10.54,13871.3,851.95,1.8,7419,14.2,NA,56.8,2574.76,257.7,NA,40.2,NA,3.3,14,0.7,251246,NA,13.56,165.4,#0.6,#0.5,4.9,6492.58,0.8,1.2,149,#0.35,21.6,NA,240.8,203.8,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",urban open space(observed at site),chert; sedimentary rock (undifferentiated);,bricks; coal tailings;,silty clay,"abundant coal meas clasts in a. chert in a subangular and subrounded in s. sandstone subrounded in s. patches orange sand in a. red brick and coal in both a and s. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",5.300000191,0.11168059,3.2847507,0.004290015,0.000411107,7.868436813,0.705103338,0.073925786,313,20
370,610402,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,247160,663780,#0.25,77234,34.1,418,#0.25,48.3,5789.07,#0.25,75.9,NA,35,119,1,87.1,51405.9,17.4,9.1,5.6,NA,NA,9,NA,10293.24,35.17,12.79,7237.2,929.4,4.4,7419,17.3,NA,69.1,2182,222.1,NA,34.9,NA,2.4,18,2.6,244708,NA,15.12,112.1,1.7,#0.5,6.8,7235.96,0.6,1.8,413,1.8,22,NA,169.1,219.2,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site); recreational area(observed at site);,sandstone (undifferentiated),bricks,silt,sandstone clasts a rounded and subrounded in s. green along footpath / track at entry of cemetery. red brick in s.,20.70000076,0.048664711,2.806855917,0.002030409,-0.000337685,8.2133255,0.872526944,2.675803185,4220,1
371,610403,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,245350,673580,#0.25,66654,10.3,482,0.7,37.9,11721.08,#0.25,64.17,NA,35,104,1,88.8,53783.86,14.7,4.2,3.3,NA,NA,4,NA,11372.37,27.12,13.53,13268.2,1734.88,2.5,7419,18.8,NA,57.6,1963.8,276.7,NA,33.9,NA,1.6,14,0.7,239104,NA,10.65,163.3,2.2,#0.5,5.8,7907.4,#0.25,1.2,174,1.5,21.1,NA,209.1,198.4,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",major roads/verge(observed at site),chert,coal tailings,silty clay,"chert a and sandstone s clasts subrounded. grass verge of a road.gravel at 30cm so could not auger any deeper. carbonaceous clasts in a hor,",10.19999981,0.034191933,3.407844543,0.001376306,0.000152655,7.786153316,1.722597718,0.351474792,504,1
372,610404,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,243760,673790,#0.25,67712,7,450,#0.25,19.6,6789.65,#0.25,65.35,NA,25,79,1,52,45041.36,12.7,2.3,4.4,NA,NA,5,NA,13364.61,28.27,7.21,10252.7,1231.46,1.7,7419,16.3,NA,40.1,1396.48,109.6,NA,44.1,NA,1.4,12,0.8,264789,NA,5.88,135.4,1.3,#0.5,5.2,6738.38,#0.25,1,129,1,19.1,NA,156.2,230.6,"soil, regolith(observed at site); coarse gravel(observed at site);",urban open space(observed at site); major roads/verge(observed at site);,sandstone (undifferentiated),coal tailings,silty clay,"orange angular sandstone in a. coal in s only. abundant sedimentary clasts. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",8.800000191,0.070543915,2.671616077,-0.018875251,-0.001951618,7.762631893,0.652955949,0.118490972,102,1
373,610405,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,246230,664150,#0.25,79350,7.1,377,#0.25,16.4,4859.96,#0.25,72.38,NA,16,99,3,27.8,41894.06,13.5,2,6.7,NA,NA,4,NA,10957.32,37.47,9.58,6031,720.28,0.9,7419,14.1,NA,33,1134.64,55.4,NA,38.8,NA,#0.5,12,0.6,261053,NA,4.01,77.6,#0.6,#0.5,6.9,5971.02,#0.25,1.3,111,0.8,17.7,NA,104.8,286.1,"soil, regolith(observed at site); fluvioglacial(observed at site);",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silty clay,"grass and flower beds.  red brick in a and s, coal tailings in a.  clasts in a sub rounded with or and white sandy patches.",8.399999619,0.009219289,4.931057453,0.005971937,-0.000235029,9.991672516,4.667440414,0.371005863,2672,21
374,610406,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,246790,664270,#0.25,85698,13.9,493,0.8,24.8,5789.07,#0.25,92.31,NA,32,117,3,81.3,46510.1,17.5,7.9,5.9,NA,NA,2,NA,11787.42,47.83,11.51,6634.1,580.88,3.3,7419,17.3,NA,69.6,1047.36,198.4,NA,43.7,NA,2.9,16,1.5,255916,NA,11.9,136.4,1.4,#0.5,7.5,6720.4,0.7,2.3,219,1.6,26.8,NA,272.3,243.3,"soil, regolith(observed at site); till(observed at site);",urban open space(observed at site),limestone,bricks; coal tailings;,silt,"carb lst flat, silicate subangular, sandstone subrounded. ash in a and s. orange sandy patches in s. grounds of chapel on blackstown road.",12.89999962,0.023426464,3.836330891,-0.007696211,-0.000119574,9.809530258,4.767856121,3.229610443,2672,21
375,610407,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,246700,673100,#0.25,60835,6.8,415,#0.25,17.4,5503.19,#0.25,52.45,NA,17,78,1,30.4,39516.1,10,2.3,6.4,NA,NA,5,NA,11621.4,23.66,5.99,7237.2,1068.81,1.2,7419,15.1,NA,28.8,2312.92,71.3,NA,37.6,NA,#0.5,9,0.5,269459,NA,3.59,103.5,#0.6,#0.5,4.5,6354.7,#0.25,1.1,100,0.8,14.6,NA,108.7,274.5,"soil, regolith(observed at site); till(observed at site);",urban open space(observed at site),mylonite,bricks,silt,chalk most abundant clast in a. red brick in a.,35.90000153,0.074514322,3.822609663,-0.000531388,0.001209545,8.536948204,0.351081461,0.398864865,707,21
376,610408,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,248160,660900,#0.25,77763,8.7,314,#0.25,29.9,7432.88,#0.25,59.48,NA,23,103,1,31.6,52175.24,15.9,3.4,6.3,NA,NA,8,NA,9546.15,24.81,11.41,7840.3,859.7,2.3,7419,25,NA,39.7,1614.68,71.7,NA,28.4,NA,#0.5,13,0.9,249845,NA,4.22,122.8,1.8,#0.5,5.3,10095.58,#0.25,1.3,169,#0.35,19.3,NA,123.9,266.5,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),NA,bricks; plastic; coal tailings;,medium clay,grass verge off glenfield road.  red brick in a and s.  white plastic in a.  coal tailings in s.,59.59999847,0.055161715,0.618143797,-0.001936588,8.65E-05,7.44066906,1.66939199,0.237120628,154,21
377,610409,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,247310,662290,#0.25,73531,11.4,398,#0.25,33.7,10649.03,#0.25,71.21,NA,38,121,1,87.8,51126.14,15.2,7.5,5.3,NA,NA,6,NA,9463.14,34.02,13.47,8443.4,875.18,3.8,7419,20.4,NA,71.4,2443.84,196.4,NA,29.4,NA,1.9,17,1.3,240038,NA,14.7,143,#0.6,#0.5,6,8578.85,0.6,1,211,#0.35,22.9,NA,271.3,229.4,"soil, regolith(observed at site); till(observed at site);",urban open space(observed at site),NA,bricks; coloured glass;,silt,"grass verge on nw side of stanely road. white glass and red brick in a.  both hors contain sand. carbonaceous clasts in a hor,",40.70000076,0.052344866,2.910502434,-0.000816025,0.000580363,9.045489311,0.328529745,1.932515264,2940,21
378,610411,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,248630,664020,0.9,77763,14.1,562,#0.25,23.5,10005.8,#0.25,135.69,NA,41,128,1,159.5,49797.28,16.4,7.8,5,NA,NA,3,NA,9795.18,69.69,8.94,6031,673.82,4.1,7419,21.2,NA,100.4,3185.72,310.1,NA,35.4,NA,4.6,19,1.7,246109,NA,48.96,262.1,#0.6,#0.5,8.5,6756.36,1.1,3.8,265,2,44,NA,267.2,243.6,"soil, regolith(observed at site); fluvioglacial(observed at site);",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),coal tailings,silty clay,"coal in a and s. sandstone subrounded. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",8.699999809,0.009999667,2.498091698,0.018399991,0.000415937,10.51939106,4.885844707,1.529836059,2418,20
379,610412,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,246800,663740,#0.25,85698,23.3,401,#0.25,30,2072.63,#0.25,75.9,NA,27,113,1,63.7,50426.74,18.4,7.4,5.4,NA,NA,4,NA,10127.22,35.17,10.37,5427.9,433.72,5.2,7419,20.3,NA,61.3,1483.76,191.2,NA,37.7,NA,1.3,17,2.2,252180,NA,8.78,89.1,1.3,#0.5,7.3,8357.03,0.6,1.9,583,1.7,23.8,NA,125.7,273.1,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),siliceous rocks; limestone;,bricks; coal tailings;,silt,subangular / flat silicate clasts. flat carb lst and subangular silicate clasts. red brick in s only. ash in both horizons. clay and orange sandy patches in s soil. grassy area.,18,0.051374596,3.377137661,0.000112979,-0.000563573,7.669167519,1.684433937,0.065033466,3817,4
380,610413,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,248260,670840,#0.25,76705,7.3,395,#0.25,15.8,6003.48,#0.25,61.83,NA,24,94,1,43.9,45600.88,14.1,3.3,5.5,NA,NA,5,NA,12866.55,29.42,6.93,9046.5,813.22,1.8,7419,17.7,NA,42,1309.2,69.4,NA,42.8,NA,#0.5,13,0.5,262454,NA,7.02,107.8,#0.6,#0.5,5.7,7265.94,#0.25,0.8,124,#0.35,19.3,NA,118.9,254.1,"soil, regolith(observed at site); beach raised(observed at site); esturine(observed at site);","caravan site, camp site(observed at site)",sandstone (undifferentiated),bricks,silt,"clasts subangular. hospital grounds. also clay and orange sand in a, and white patches. red brick in s only, with orange / white sandy patches.",5.300000191,0.003999975,4.712388992,-0.02,-8.00E-05,10.79318047,3.980726719,0.055482928,816,20
381,610414,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,247100,664620,0.7,69828,8.7,486,1.4,13.7,9505.51,#0.25,65.35,NA,20,165,3,69.7,41334.54,11.2,1.6,3.1,NA,NA,2,NA,12700.53,32.87,6.55,7840.3,588.62,2.2,7419,12,NA,41.2,1614.68,136,NA,44.1,NA,1.3,11,0.8,267591,NA,12.52,126.2,#0.6,#0.5,5.5,4658.12,#0.25,0.8,102,2.3,18.9,NA,270.5,180,"soil, regolith(observed at site); fluvioglacial(observed at site);","urban open space cleared, derelict(observed at site)",sandstone (undifferentiated),manufactured metal; bulk industrial waste; clear glass;,silt,"angular sandstone clasts. one auger grey clay in a soil. small piece green foil in a. tarmac in both. lb clay and gravel, white sandy patches. oily patches in s.  small fragments of clear glass in s.",10.5,0.011179874,1.107148767,0.005724322,0.000155971,10.3006897,4.968717098,3.284896851,2495,20
382,610415,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,241620,675820,#0.25,67183,8.3,451,#0.25,12.8,2358.51,#0.25,57.14,NA,14,79,4,20.2,32452.16,10.4,2.3,3.9,NA,NA,3,NA,17183.07,30.57,7.4,9649.6,456.96,#0.4,7419,10.5,NA,22.7,1091,74,NA,51.5,NA,#0.5,10,0.3,271327,NA,4.63,93.3,#0.6,#0.5,5.7,4274.43,#0.25,1.1,76,0.9,14,NA,64.3,249.8,"soil, regolith(observed at site)",recreational area(observed at site); urban open space(observed at site);,NA,NA,silty clay,sst in s sub ang. yellow sandy patches in s also. drift map indicates glacial till. taken from rough grass at hillside flank. colour of a db/or and contained sa grains. colour of a re/or. in s silicate sub ang. also contained unknown sed ro,49.59999847,0.132872477,2.340322733,-0.002306544,0.00141033,7.09328413,0.364858896,0.070633136,2298,21
383,610416,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,240660,674740,#0.25,68770,10.3,500,#0.25,11.1,6575.24,#0.25,67.69,NA,20,91,2,75.9,42173.82,12,3.6,6,NA,NA,1,NA,15605.88,30.57,6.03,12665.1,549.9,2.7,7419,14.3,NA,46.4,1091,120.9,NA,49.2,NA,2,11,0.6,262454,NA,8.68,114.3,#0.6,#0.5,6.5,5365.52,#0.25,1.8,107,1.2,19.1,NA,184.7,256.8,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site); industrial(observed at site); railways(observed at site);,sandstone (undifferentiated),coal tailings; clear glass;,silt,both horizons sst is small and sub ang. taken from green in ind. estate. drift map indicates made ground. clear glass in a. or patches in a. round coal frages in . sandy texture to s also. carbonaceous clasts in s hor,3.299999952,0.012082458,5.139016628,0.016212009,0.000124082,11.14875412,3.969406605,0.009613303,1185,20
384,610417,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,240760,675170,#0.25,68770,13.1,781,#0.25,15.8,4645.55,#0.25,66.52,NA,23,94,4,59.8,39306.28,12.8,4.5,2.5,NA,NA,2,NA,21333.57,31.72,8.8,21711.6,704.8,1.6,7419,11.5,NA,40.8,1221.92,548.9,NA,70.8,NA,3.2,11,0.5,256850,NA,27.05,98.2,#0.6,#0.5,7.1,4700.08,1.7,1,100,1,20.7,NA,186.1,226.9,"soil, regolith(observed at site)",recreational area(observed at site),siliceous rocks; sandstone (undifferentiated);,bricks; coal tailings;,silt,"taken from park.red brick in both a and s. coal tailings in both a and s. silicate in both horizons is sub r. drift map indicates raised beachsst in a is or and sub rd. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",3.900000095,0.018382704,5.102996349,-0.038287401,-0.000335924,10.06996536,3.699126244,0.085087568,4197,21
385,610418,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,240550,675640,#0.25,62422,8.2,353,#0.25,17.2,3144.68,#0.25,55.97,NA,14,66,4,34.4,32452.16,10.5,3.4,4,NA,NA,5,NA,11870.43,30.57,7.22,6031,356.27,1.7,7419,10.6,NA,27.6,1701.96,108.9,NA,37.4,NA,1.1,8,0.5,278799,NA,9.1,83.1,#0.6,#0.5,4.4,3770.86,#0.25,0.8,75,#0.35,15.5,NA,105.5,197.2,"soil, regolith(observed at site)",recreational area(observed at site),sandstone (undifferentiated); siliceous rocks;,bricks; coal tailings;,silty clay,patches of yelow sand in s. reaised beach indicated on drift map. taken on the edge of a football pitch. clasts in a were both small and sub ang.,8,0.01899771,3.141592741,0.014736841,9.99E-05,10.35967636,3.65632391,2.12026,4197,20
386,610419,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,241220,675380,#0.25,66654,8.1,365,#0.25,24.8,1858.22,#0.25,51.28,NA,19,83,3,28.1,39935.74,12,3.3,4,NA,NA,6,NA,17100.06,22.51,7.84,13871.3,1417.34,1.7,7419,11.3,NA,25.3,2880.24,54.9,NA,72.7,NA,#0.5,10,0.5,265723,NA,4.11,73.6,#0.6,#0.5,4.5,5533.38,#0.25,1.6,100,#0.35,10.3,NA,94.4,187.4,"soil, regolith(observed at site)",urban open space(observed at site); recreational area(observed at site);,sandstone (undifferentiated),NA,silty clay,"in a crbac is flat, sst is sub ang. in s crbac is flat and silicate is sub r. taken from rough grass surrounded by deciduous trees. drfit map indicates glacial till. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",20.20000076,0.090449832,4.11521244,0.008511494,0.000106712,8.111211777,0.118759148,0.804637194,2298,21
387,610420,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,248140,662790,#0.25,80408,13.5,598,#0.25,28.3,7718.76,#0.25,80.59,NA,35,111,1,84.2,48678.24,17.1,7.6,4,NA,NA,5,NA,10127.22,35.17,12.85,6031,650.58,4.2,7419,18.8,NA,74,2312.92,320.8,NA,36.3,NA,2,15,1.6,250779,NA,27.37,121.6,#0.6,#0.5,7.7,7349.87,0.7,2.2,435,2,24.7,NA,293.9,240.3,"soil, regolith(observed at site)",recreational area(observed at site),NA,bricks; coal tailings;,silt,"brick in a and s, coal tailings in a and s.",29.79999924,0.093539871,0.549559951,-0.000323722,-0.00026611,7.779969692,0.425825864,0.362223297,5297,21
388,610421,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,247250,672650,#0.25,64009,4.8,380,#0.25,4.9,6289.36,#0.25,63,NA,18,83,2,21.9,35109.88,9.6,1.1,5.4,NA,NA,1,NA,13447.62,28.27,2.42,9046.5,511.17,#0.4,7419,12.8,NA,27.3,829.16,31.3,NA,38.1,NA,#0.5,9,0.3,273195,NA,3.8,96.1,#0.6,#0.5,5,4945.88,#0.25,0.7,74,#0.35,14.8,NA,62.4,268.3,"soil, regolith(observed at site); coarse gravel(observed at site);",urban open space(observed at site),chert,coal tailings,sand,coal tailing in s only.,44.29999924,0.069228947,3.721595764,-0.002060559,-0.000493558,8.531641006,0.393297613,1.913015366,2966,21
389,610423,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,245770,662270,#0.25,83053,15.6,418,#0.25,15.7,10363.15,#0.25,70.04,NA,33,116,1,57,55742.18,16.2,2.8,5.8,NA,NA,2,NA,11455.38,29.42,8.03,9046.5,1030.08,2.5,7419,22.5,NA,56,1221.92,105.3,NA,39.4,NA,#0.5,14,0.7,251246,NA,31.1,146.4,#0.6,#0.5,7.3,8410.98,#0.25,1.5,192,#0.35,24,NA,199.4,256.5,"soil, regolith(observed at site)",recreational area(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silt,park.  red brick/coal tailings.  all clasts sub ang. in a and s,42.70000076,0.056340676,0.6470474,-0.025056865,-0.000643709,8.277482033,1.592199445,0.008756546,2506,21
390,610424,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,247730,662230,#0.25,83053,10.3,408,#0.25,17.2,5789.07,#0.25,73.55,NA,23,96,1,40.9,48468.42,15.5,3.4,6,NA,NA,4,NA,11621.4,34.02,8.84,7237.2,813.22,2,7419,20.3,NA,47.4,1178.28,87.5,NA,41.3,NA,#0.5,14,0.9,260119,NA,6.81,111.7,1.9,#0.5,6.8,7697.58,#0.25,1.9,169,#0.35,22.5,NA,119.7,270.4,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),NA,coal tailings,silt,grass verge on junc farside rd and park road.  coal in a and s,33.29999924,0.066751271,5.316987514,0.009723137,-0.000744998,9.020741463,2.747233629,0.672739685,2940,21
391,610425,SHALLOW SOIL (5 -20CM),10179,8/7/2001,GLAS,248210,661200,#0.25,80937,16.5,462,1.2,27.9,4288.2,0.8,77.07,NA,37,114,1,88,51335.96,18.4,10.8,5.5,NA,NA,4,NA,10708.29,36.32,12.37,6634.1,944.89,3.7,7419,20.3,NA,74.5,1352.84,307.1,NA,36.4,NA,2.4,15,1.9,246576,NA,44.7,113.7,#0.6,#0.5,6.4,8416.98,0.9,1.7,229,0.8,24.1,NA,284.2,253.9,"soil, regolith(observed at site)",urban open space(observed at site),NA,bricks,silty clay,"red brick in a and s.  s hor - with or sandy patches.  a hor clasts sub angular. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",53.59999847,0.143468544,5.163653374,0.000889094,0.000709243,8.06824398,0.169172823,0.226106912,2252,21
392,610426,SHALLOW SOIL (5 -20CM),10179,8/6/2001,GLAS,241860,676110,#0.25,65596,8,374,#0.25,11.6,1357.93,#0.25,52.45,NA,12,79,4,14.3,30284.02,9.4,1,4.8,NA,NA,5,NA,17183.07,27.12,4.62,9649.6,526.66,1.3,7419,10.4,NA,18,1265.56,31.3,NA,52.2,NA,#0.5,7,#0.1,280200,NA,2.14,82.1,#0.6,#0.5,5,3914.74,#0.25,0.9,62,0.8,12.2,NA,48.5,259.7,"soil, regolith(observed at site)",grass moor(observed at site),siliceous rocks,NA,silt,silicate in a is sub r. crbac is flat in s and sst is rounded. taken from open grassland to e of trees. drift map indicates glacial till present. texture is morelike a sasi in a. sandy patches in s also. carbonaceous clasts in s hor,70,0.186469302,4.043442726,0.008858401,0.002000988,6.687978268,0.002793025,0.029635333,967,4
